               team_name game_date    season    period    minutes_remaining
1                   <NA>      <NA> ig_season ig_period ig_minites_remaining
35                    7              y  Driving Finger Roll Layup Shot 2PT Field Goal
36                   20              n  Driving Finger Roll Layup Shot 2PT Field Goal
37                    0              y Driving Floating Bank Jump Shot 2PT Field Goal
38                   49              y              Driving Layup Shot 2PT Field Goal
39                   13              n              Driving Layup Shot 2PT Field Goal
40                   45              y       Driving Reverse Dunk Shot 2PT Field Goal
41                   48              y      Driving Reverse Layup Shot 2PT Field Goal
42                   11              n      Driving Reverse Layup Shot 2PT Field Goal
43                   53              y                       Dunk Shot 2PT Field Goal
44                    1              y                       Dunk Shot 2PT Field Goal
45                    2              y                       Dunk Shot 2PT Field Goal
46                   15              y                       Dunk Shot 2PT Field Goal
47                   29              y                       Dunk Shot 2PT Field Goal
48                   32              y                       Dunk Shot 2PT Field Goal
49                   20              n                       Dunk Shot 2PT Field Goal
50                   44              y                       Dunk Shot 2PT Field Goal
51                   22              y                       Dunk Shot 2PT Field Goal
52                   43              y                       Dunk Shot 2PT Field Goal
53                   28              y                       Dunk Shot 2PT Field Goal
54                   24              y                       Dunk Shot 2PT Field Goal
55                   13              y              Fadeaway Jump Shot 2PT Field Goal
56                   10              y          Finger Roll Layup Shot 2PT Field Goal
57                   36              y              Floating Jump shot 2PT Field Goal
58                    0              n              Floating Jump shot 2PT Field Goal
59                   14              y                       Hook Shot 2PT Field Goal
60                    4              y                       Hook Shot 2PT Field Goal
61                   22              n                       Hook Shot 2PT Field Goal
62                   46              n                  Jump Bank Shot 2PT Field Goal
63                   22              n                       Jump Shot 3PT Field Goal
64                   18              y                       Jump Shot 2PT Field Goal
65                    2              y                       Jump Shot 3PT Field Goal
66                    0              y                       Jump Shot 3PT Field Goal
67                   12              n                       Jump Shot 3PT Field Goal
68                   11              n                       Jump Shot 3PT Field Goal
69                   29              n                       Jump Shot 3PT Field Goal
70                   39              n                       Jump Shot 3PT Field Goal
71                    0              n                       Jump Shot 2PT Field Goal
      shot_distance               opponent    x    y    minutes
1  ig_shot_distance                   <NA> ig_x ig_y ig_minutes
2                 0       Sacramento Kings    0    1         34
3                 1  Oklahoma City Thunder  -12   13         14
4                 0      San Antonio Spurs    0    1         24
5                 1  Oklahoma City Thunder   -1   11         13
6                 0       Sacramento Kings    0    1         48
7                 0          Orlando Magic    0    1         31
8                 0         Denver Nuggets    0    1         41
9                 0   Los Angeles Clippers    0    1         39
10                0     Washington Wizards    0    1         24
11                0      Charlotte Hornets    0    1         24
12                0     Los Angeles Lakers    0    1         12
13                0         Denver Nuggets    0    1         12
14                0        Toronto Raptors    0    1         21
15                0        Houston Rockets    0    1         31
16                0   Los Angeles Clippers    0    1         33
17                0        Toronto Raptors    0    1         23
18                0         Boston Celtics    0    1          9
19                0         Denver Nuggets    0    1         11
20                0  Oklahoma City Thunder    0    1         12
21                0     Los Angeles Lakers    0    1         21
